'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:00.192',0.423,0.538,0.115,-0.480,0.154,0.327,0.013,-0.293,0.261,0.096,-0.233,0.025,-0.157,0.264,0.061
'0:00.193',0.432,0.535,0.104,-0.484,0.164,0.320,0.008,-0.292,0.254,0.089,-0.237,0.031,-0.154,0.266,0.071
'0:00.194',0.417,0.530,0.114,-0.473,0.151,0.322,0.001,-0.303,0.235,0.075,-0.252,0.023,-0.164,0.273,0.072
'0:00.195',0.426,0.549,0.123,-0.488,0.151,0.337,-0.004,-0.311,0.227,0.069,-0.254,0.023,-0.165,0.285,0.071
'0:00.196',0.429,0.553,0.123,-0.491,0.153,0.339,-0.005,-0.308,0.224,0.065,-0.256,0.028,-0.164,0.288,0.079
'0:00.197',0.404,0.541,0.138,-0.472,0.133,0.340,-0.007,-0.315,0.213,0.057,-0.264,0.025,-0.169,0.285,0.084
'0:00.198',0.404,0.537,0.134,-0.470,0.135,0.336,-0.017,-0.329,0.201,0.047,-0.271,0.022,-0.171,0.279,0.090
'0:00.199',0.409,0.546,0.138,-0.477,0.136,0.342,-0.022,-0.336,0.196,0.045,-0.272,0.032,-0.168,0.284,0.092
'0:00.200',0.392,0.535,0.144,-0.464,0.123,0.340,-0.025,-0.345,0.185,0.035,-0.281,0.020,-0.177,0.290,0.097
'0:00.201',0.386,0.534,0.149,-0.460,0.118,0.342,-0.026,-0.348,0.174,0.026,-0.287,0.015,-0.185,0.287,0.101
'0:00.202',0.394,0.542,0.149,-0.468,0.122,0.345,-0.040,-0.358,0.166,0.021,-0.293,0.018,-0.181,0.287,0.108
'0:00.203',0.394,0.544,0.151,-0.469,0.121,0.347,-0.037,-0.360,0.157,0.013,-0.299,0.015,-0.180,0.290,0.113
'0:00.204',0.390,0.546,0.157,-0.469,0.117,0.351,-0.029,-0.355,0.152,0.009,-0.300,0.018,-0.188,0.289,0.114
'0:00.205',0.366,0.521,0.155,-0.444,0.105,0.339,-0.040,-0.370,0.136,-0.005,-0.314,0.009,-0.195,0.299,0.124
'0:00.206',0.382,0.539,0.159,-0.461,0.112,0.349,-0.034,-0.367,0.136,-0.006,-0.312,0.015,-0.191,0.302,0.123
'0:00.207',0.404,0.557,0.155,-0.480,0.124,0.356,-0.041,-0.370,0.133,-0.009,-0.314,0.019,-0.186,0.291,0.128
'0:00.208',0.393,0.538,0.146,-0.466,0.123,0.343,-0.057,-0.383,0.116,-0.023,-0.328,0.010,-0.190,0.287,0.136
'0:00.209',0.390,0.541,0.152,-0.466,0.118,0.346,-0.057,-0.385,0.110,-0.030,-0.333,0.009,-0.195,0.298,0.139
'0:00.210',0.376,0.536,0.161,-0.456,0.107,0.349,-0.062,-0.392,0.103,-0.035,-0.337,0.011,-0.190,0.294,0.145
'0:00.211',0.382,0.537,0.156,-0.460,0.113,0.347,-0.066,-0.396,0.097,-0.040,-0.341,0.010,-0.193,0.285,0.150
'0:00.212',0.385,0.542,0.158,-0.464,0.114,0.350,-0.054,-0.390,0.094,-0.044,-0.344,0.009,-0.197,0.297,0.152
'0:00.213',0.373,0.537,0.164,-0.455,0.105,0.350,-0.056,-0.392,0.089,-0.047,-0.343,0.015,-0.197,0.299,0.150
'0:00.214',0.381,0.553,0.173,-0.468,0.104,0.363,-0.063,-0.400,0.084,-0.049,-0.344,0.015,-0.199,0.308,0.150
'0:00.215',0.386,0.551,0.166,-0.469,0.111,0.358,-0.060,-0.396,0.076,-0.057,-0.354,0.003,-0.200,0.306,0.154
'0:00.216',0.386,0.531,0.146,-0.459,0.119,0.339,-0.064,-0.399,0.066,-0.066,-0.365,-0.010,-0.203,0.286,0.161
'0:00.217',0.389,0.535,0.147,-0.463,0.121,0.342,-0.071,-0.407,0.066,-0.066,-0.364,-0.005,-0.200,0.280,0.160
'0:00.218',0.384,0.533,0.150,-0.459,0.117,0.342,-0.072,-0.408,0.065,-0.068,-0.367,-0.005,-0.211,0.278,0.157
'0:00.219',0.396,0.534,0.140,-0.465,0.128,0.337,-0.061,-0.404,0.062,-0.072,-0.370,-0.008,-0.213,0.274,0.161
'0:00.220',0.399,0.536,0.138,-0.468,0.130,0.337,-0.057,-0.400,0.065,-0.071,-0.369,-0.005,-0.211,0.265,0.162
'0:00.221',0.394,0.537,0.144,-0.466,0.124,0.341,-0.054,-0.396,0.068,-0.068,-0.367,-0.003,-0.213,0.270,0.160
'0:00.222',0.397,0.540,0.143,-0.469,0.127,0.342,-0.059,-0.400,0.061,-0.072,-0.373,-0.002,-0.212,0.281,0.162
'0:00.223',0.381,0.528,0.148,-0.455,0.117,0.338,-0.056,-0.400,0.054,-0.080,-0.383,-0.013,-0.216,0.291,0.159
'0:00.224',0.373,0.513,0.141,-0.443,0.116,0.327,-0.056,-0.401,0.054,-0.082,-0.389,-0.026,-0.222,0.281,0.160
'0:00.225',0.367,0.504,0.138,-0.436,0.115,0.321,-0.064,-0.405,0.051,-0.085,-0.391,-0.029,-0.230,0.273,0.164
'0:00.226',0.369,0.508,0.140,-0.439,0.115,0.324,-0.056,-0.399,0.051,-0.085,-0.393,-0.029,-0.233,0.275,0.160
'0:00.227',0.377,0.505,0.129,-0.441,0.124,0.317,-0.055,-0.398,0.052,-0.084,-0.393,-0.029,-0.229,0.270,0.159
'0:00.228',0.383,0.501,0.119,-0.442,0.132,0.310,-0.044,-0.384,0.061,-0.078,-0.389,-0.027,-0.227,0.272,0.155
'0:00.229',0.399,0.515,0.118,-0.457,0.141,0.317,-0.046,-0.378,0.070,-0.074,-0.386,-0.030,-0.232,0.264,0.151
'0:00.230',0.389,0.510,0.122,-0.449,0.133,0.316,-0.043,-0.379,0.070,-0.076,-0.387,-0.035,-0.228,0.262,0.159
'0:00.231',0.383,0.502,0.119,-0.442,0.132,0.310,-0.030,-0.369,0.072,-0.074,-0.386,-0.033,-0.221,0.263,0.158
'0:00.232',0.388,0.504,0.117,-0.446,0.136,0.310,-0.032,-0.361,0.080,-0.070,-0.381,-0.032,-0.222,0.265,0.150
'0:00.233',0.389,0.494,0.105,-0.442,0.141,0.300,-0.023,-0.356,0.085,-0.069,-0.383,-0.035,-0.229,0.257,0.146
'0:00.234',0.403,0.500,0.098,-0.452,0.152,0.299,-0.025,-0.354,0.094,-0.062,-0.378,-0.029,-0.224,0.254,0.143
'0:00.235',0.398,0.498,0.101,-0.448,0.148,0.299,-0.015,-0.347,0.101,-0.057,-0.371,-0.021,-0.210,0.252,0.144
'0:00.236',0.394,0.482,0.088,-0.438,0.152,0.285,-0.007,-0.343,0.103,-0.058,-0.371,-0.027,-0.211,0.239,0.141
'0:00.237',0.397,0.476,0.080,-0.437,0.159,0.278,0.001,-0.330,0.114,-0.052,-0.372,-0.035,-0.220,0.241,0.137
'0:00.238',0.394,0.467,0.073,-0.430,0.160,0.270,0.004,-0.325,0.116,-0.054,-0.377,-0.042,-0.221,0.238,0.137
'0:00.239',0.395,0.463,0.069,-0.428,0.163,0.266,0.007,-0.321,0.123,-0.050,-0.369,-0.034,-0.213,0.234,0.132
'0:00.240',0.402,0.463,0.061,-0.432,0.170,0.262,0.021,-0.306,0.141,-0.038,-0.363,-0.031,-0.213,0.227,0.122
'0:00.241',0.411,0.459,0.049,-0.435,0.181,0.254,0.017,-0.299,0.149,-0.033,-0.362,-0.034,-0.210,0.216,0.117
'0:00.242',0.408,0.456,0.048,-0.432,0.180,0.252,0.028,-0.286,0.162,-0.024,-0.356,-0.026,-0.205,0.203,0.115
'0:00.243',0.415,0.454,0.039,-0.434,0.188,0.246,0.033,-0.282,0.173,-0.016,-0.354,-0.031,-0.203,0.200,0.113
'0:00.244',0.413,0.441,0.028,-0.427,0.193,0.234,0.037,-0.275,0.181,-0.012,-0.354,-0.033,-0.209,0.202,0.106
'0:00.245',0.403,0.431,0.029,-0.417,0.187,0.230,0.050,-0.263,0.194,-0.002,-0.348,-0.029,-0.213,0.195,0.098
'0:00.246',0.415,0.431,0.017,-0.423,0.199,0.224,0.052,-0.257,0.204,0.004,-0.344,-0.026,-0.196,0.191,0.099
'0:00.247',0.422,0.426,0.004,-0.424,0.209,0.215,0.058,-0.247,0.215,0.011,-0.340,-0.026,-0.193,0.174,0.094
'0:00.248',0.417,0.422,0.005,-0.419,0.206,0.213,0.069,-0.237,0.229,0.020,-0.334,-0.025,-0.195,0.170,0.084
'0:00.249',0.414,0.422,0.009,-0.418,0.203,0.215,0.082,-0.225,0.240,0.026,-0.333,-0.025,-0.205,0.186,0.072
'0:00.250',0.424,0.433,0.009,-0.428,0.207,0.221,0.088,-0.214,0.254,0.037,-0.324,-0.018,-0.198,0.190,0.069
'0:00.251',0.450,0.435,-0.013,-0.443,0.232,0.211,0.095,-0.203,0.267,0.049,-0.313,-0.005,-0.168,0.176,0.070
'0:00.252',0.443,0.424,-0.018,-0.433,0.230,0.203,0.099,-0.197,0.277,0.056,-0.314,-0.022,-0.178,0.164,0.065
'0:00.253',0.426,0.408,-0.018,-0.417,0.222,0.195,0.106,-0.188,0.288,0.064,-0.310,-0.027,-0.183,0.154,0.059
'0:00.254',0.445,0.412,-0.032,-0.428,0.238,0.190,0.114,-0.171,0.302,0.074,-0.301,-0.017,-0.173,0.157,0.046
'0:00.255',0.446,0.412,-0.033,-0.429,0.239,0.190,0.117,-0.165,0.315,0.082,-0.296,-0.019,-0.173,0.161,0.037
'0:00.256',0.435,0.397,-0.037,-0.416,0.236,0.180,0.128,-0.157,0.323,0.089,-0.292,-0.025,-0.176,0.157,0.035
'0:00.257',0.443,0.398,-0.044,-0.420,0.243,0.177,0.136,-0.145,0.335,0.101,-0.284,-0.027,-0.176,0.149,0.034
'0:00.258',0.456,0.402,-0.053,-0.428,0.254,0.174,0.140,-0.137,0.350,0.113,-0.278,-0.025,-0.168,0.144,0.029
'0:00.259',0.461,0.401,-0.059,-0.431,0.260,0.171,0.150,-0.123,0.364,0.122,-0.271,-0.024,-0.165,0.137,0.015
'0:00.260',0.447,0.384,-0.062,-0.415,0.255,0.161,0.152,-0.121,0.370,0.128,-0.267,-0.022,-0.166,0.128,0.011
'0:00.261',0.454,0.382,-0.070,-0.418,0.262,0.156,0.159,-0.111,0.386,0.139,-0.262,-0.025,-0.169,0.129,0.004
'0:00.262',0.461,0.385,-0.075,-0.423,0.269,0.154,0.174,-0.092,0.406,0.152,-0.251,-0.020,-0.162,0.119,-0.004
'0:00.263',0.460,0.377,-0.083,-0.418,0.271,0.147,0.181,-0.087,0.416,0.162,-0.245,-0.015,-0.154,0.114,-0.012
'0:00.264',0.468,0.372,-0.095,-0.420,0.281,0.139,0.183,-0.079,0.429,0.172,-0.238,-0.020,-0.154,0.112,-0.017
'0:00.265',0.451,0.355,-0.095,-0.403,0.273,0.130,0.187,-0.072,0.438,0.177,-0.233,-0.018,-0.151,0.120,-0.015
'0:00.266',0.458,0.364,-0.093,-0.411,0.276,0.136,0.203,-0.054,0.455,0.192,-0.221,-0.003,-0.146,0.121,-0.026
'0:00.267',0.474,0.376,-0.099,-0.424,0.286,0.139,0.208,-0.043,0.469,0.203,-0.214,0.000,-0.139,0.113,-0.030
'0:00.268',0.461,0.361,-0.099,-0.411,0.280,0.132,0.207,-0.051,0.469,0.201,-0.217,-0.009,-0.140,0.110,-0.030
'0:00.269',0.476,0.368,-0.107,-0.422,0.292,0.131,0.218,-0.035,0.487,0.214,-0.206,-0.003,-0.133,0.099,-0.038
'0:00.270',0.490,0.371,-0.118,-0.430,0.304,0.127,0.228,-0.017,0.502,0.224,-0.198,0.003,-0.119,0.100,-0.041
'0:00.271',0.481,0.358,-0.122,-0.420,0.301,0.118,0.229,-0.015,0.508,0.228,-0.193,0.005,-0.117,0.092,-0.044
'0:00.272',0.476,0.358,-0.118,-0.417,0.297,0.120,0.231,-0.009,0.520,0.239,-0.185,0.004,-0.117,0.099,-0.053
'0:00.273',0.469,0.348,-0.120,-0.408,0.294,0.114,0.242,0.001,0.532,0.247,-0.180,0.004,-0.114,0.105,-0.059
'0:00.274',0.472,0.344,-0.128,-0.407,0.300,0.108,0.244,0.004,0.539,0.252,-0.177,0.003,-0.112,0.099,-0.065
'0:00.275',0.480,0.354,-0.126,-0.417,0.303,0.114,0.247,0.010,0.551,0.261,-0.170,0.007,-0.107,0.104,-0.072
'0:00.276',0.495,0.361,-0.134,-0.428,0.315,0.114,0.257,0.023,0.562,0.270,-0.162,0.013,-0.098,0.102,-0.071
'0:00.277',0.498,0.362,-0.135,-0.430,0.317,0.114,0.267,0.035,0.574,0.279,-0.156,0.009,-0.102,0.100,-0.076
'0:00.278',0.489,0.356,-0.133,-0.423,0.310,0.112,0.271,0.040,0.584,0.287,-0.149,0.013,-0.105,0.096,-0.087
'0:00.279',0.503,0.360,-0.143,-0.431,0.323,0.108,0.273,0.044,0.593,0.295,-0.146,0.015,-0.097,0.093,-0.088
'0:00.280',0.505,0.359,-0.146,-0.432,0.326,0.106,0.277,0.051,0.602,0.303,-0.141,0.013,-0.095,0.096,-0.092
'0:00.281',0.499,0.355,-0.143,-0.427,0.322,0.106,0.282,0.056,0.609,0.309,-0.137,0.014,-0.098,0.099,-0.100
'0:00.282',0.494,0.348,-0.145,-0.421,0.320,0.102,0.289,0.066,0.619,0.317,-0.136,0.021,-0.093,0.096,-0.103
'0:00.283',0.501,0.349,-0.151,-0.425,0.326,0.100,0.289,0.069,0.625,0.320,-0.134,0.020,-0.090,0.090,-0.108
'0:00.284',0.505,0.350,-0.154,-0.427,0.330,0.098,0.288,0.072,0.637,0.331,-0.122,0.033,-0.073,0.074,-0.107
'0:00.285',0.498,0.341,-0.157,-0.419,0.328,0.092,0.285,0.078,0.647,0.340,-0.116,0.042,-0.064,0.066,-0.106
'0:00.286',0.508,0.341,-0.167,-0.425,0.338,0.087,0.292,0.082,0.650,0.341,-0.118,0.026,-0.079,0.061,-0.112
'0:00.287',0.503,0.335,-0.168,-0.419,0.336,0.084,0.300,0.086,0.658,0.346,-0.114,0.025,-0.082,0.065,-0.116
'0:00.288',0.511,0.342,-0.170,-0.426,0.341,0.086,0.306,0.095,0.665,0.351,-0.107,0.029,-0.068,0.076,-0.113
'0:00.289',0.516,0.341,-0.175,-0.428,0.346,0.083,0.310,0.104,0.673,0.357,-0.102,0.034,-0.061,0.067,-0.117
'0:00.290',0.513,0.338,-0.174,-0.425,0.344,0.082,0.307,0.102,0.677,0.362,-0.098,0.035,-0.069,0.070,-0.124
'0:00.291',0.523,0.344,-0.178,-0.434,0.351,0.083,0.315,0.107,0.684,0.370,-0.090,0.037,-0.062,0.062,-0.126
'0:00.292',0.517,0.344,-0.172,-0.430,0.344,0.086,0.325,0.117,0.693,0.378,-0.083,0.044,-0.062,0.061,-0.133
'0:00.293',0.525,0.350,-0.174,-0.438,0.350,0.088,0.324,0.118,0.697,0.379,-0.081,0.043,-0.071,0.062,-0.138
'0:00.294',0.532,0.352,-0.180,-0.443,0.356,0.086,0.315,0.113,0.701,0.383,-0.078,0.045,-0.056,0.057,-0.135
'0:00.295',0.529,0.351,-0.177,-0.441,0.353,0.087,0.324,0.123,0.711,0.391,-0.071,0.048,-0.053,0.069,-0.143
'0:00.296',0.516,0.334,-0.182,-0.424,0.348,0.076,0.321,0.120,0.711,0.392,-0.071,0.045,-0.049,0.057,-0.142
'0:00.297',0.507,0.320,-0.186,-0.413,0.346,0.067,0.317,0.121,0.711,0.393,-0.075,0.036,-0.048,0.043,-0.142
'0:00.298',0.514,0.325,-0.189,-0.419,0.351,0.068,0.324,0.133,0.723,0.401,-0.069,0.037,-0.051,0.058,-0.148
'0:00.299',0.506,0.320,-0.186,-0.413,0.346,0.067,0.323,0.127,0.727,0.405,-0.061,0.049,-0.043,0.076,-0.146
'0:00.300',0.510,0.317,-0.193,-0.413,0.351,0.062,0.318,0.127,0.727,0.405,-0.064,0.040,-0.048,0.066,-0.146
'0:00.301',0.525,0.338,-0.186,-0.431,0.356,0.075,0.324,0.136,0.739,0.416,-0.051,0.053,-0.042,0.060,-0.150
'0:00.302',0.529,0.341,-0.188,-0.435,0.358,0.077,0.339,0.146,0.749,0.423,-0.045,0.060,-0.041,0.062,-0.153
'0:00.303',0.530,0.335,-0.195,-0.432,0.362,0.070,0.332,0.144,0.744,0.417,-0.052,0.045,-0.042,0.064,-0.151
'0:00.304',0.523,0.336,-0.187,-0.429,0.355,0.074,0.341,0.150,0.753,0.426,-0.046,0.046,-0.046,0.065,-0.161
'0:00.305',0.518,0.326,-0.192,-0.422,0.355,0.067,0.343,0.151,0.756,0.431,-0.041,0.054,-0.040,0.050,-0.159
'0:00.306',0.525,0.326,-0.200,-0.425,0.363,0.062,0.342,0.149,0.754,0.428,-0.043,0.054,-0.033,0.054,-0.158
'0:00.307',0.525,0.319,-0.206,-0.422,0.365,0.057,0.347,0.154,0.759,0.430,-0.046,0.043,-0.043,0.057,-0.160
'0:00.308',0.521,0.320,-0.201,-0.420,0.360,0.059,0.341,0.151,0.757,0.431,-0.044,0.043,-0.042,0.056,-0.158
'0:00.309',0.515,0.317,-0.199,-0.416,0.357,0.059,0.344,0.153,0.762,0.435,-0.041,0.045,-0.042,0.057,-0.163
'0:00.310',0.517,0.314,-0.203,-0.415,0.360,0.055,0.342,0.153,0.765,0.442,-0.037,0.055,-0.030,0.056,-0.164
'0:00.311',0.527,0.322,-0.205,-0.424,0.366,0.058,0.346,0.158,0.772,0.449,-0.035,0.056,-0.028,0.062,-0.165
'0:00.312',0.537,0.332,-0.205,-0.434,0.371,0.063,0.351,0.165,0.780,0.456,-0.029,0.053,-0.029,0.061,-0.167
'0:00.313',0.540,0.334,-0.206,-0.437,0.373,0.064,0.358,0.171,0.785,0.463,-0.026,0.059,-0.024,0.052,-0.172
'0:00.314',0.527,0.310,-0.216,-0.419,0.372,0.047,0.354,0.166,0.776,0.454,-0.035,0.051,-0.021,0.043,-0.165
'0:00.315',0.534,0.323,-0.210,-0.428,0.372,0.057,0.349,0.163,0.776,0.455,-0.029,0.059,-0.019,0.051,-0.172
'0:00.316',0.551,0.349,-0.202,-0.451,0.377,0.073,0.359,0.175,0.793,0.472,-0.014,0.065,-0.028,0.061,-0.186
'0:00.317',0.541,0.333,-0.207,-0.437,0.374,0.062,0.355,0.171,0.789,0.469,-0.016,0.054,-0.024,0.054,-0.174
'0:00.318',0.524,0.322,-0.202,-0.422,0.363,0.060,0.359,0.171,0.792,0.474,-0.011,0.058,-0.019,0.059,-0.171
'0:00.319',0.514,0.320,-0.194,-0.416,0.354,0.063,0.360,0.174,0.797,0.476,-0.011,0.060,-0.025,0.064,-0.178
'0:00.320',0.527,0.321,-0.206,-0.424,0.366,0.057,0.360,0.172,0.795,0.471,-0.017,0.052,-0.032,0.058,-0.179
'0:00.321',0.535,0.324,-0.211,-0.429,0.373,0.057,0.358,0.174,0.797,0.473,-0.013,0.052,-0.032,0.060,-0.178
'0:00.322',0.527,0.318,-0.210,-0.422,0.369,0.053,0.356,0.174,0.799,0.475,-0.011,0.056,-0.026,0.069,-0.183
'0:00.323',0.531,0.325,-0.206,-0.428,0.368,0.059,0.361,0.177,0.804,0.477,-0.009,0.051,-0.020,0.066,-0.184
'0:00.324',0.530,0.326,-0.204,-0.428,0.367,0.060,0.358,0.179,0.802,0.478,-0.009,0.051,-0.025,0.058,-0.184
'0:00.325',0.531,0.316,-0.215,-0.424,0.373,0.050,0.354,0.174,0.797,0.474,-0.011,0.050,-0.025,0.048,-0.180
'0:00.326',0.523,0.315,-0.208,-0.419,0.365,0.053,0.355,0.172,0.796,0.472,-0.013,0.050,-0.023,0.045,-0.177
'0:00.327',0.520,0.318,-0.203,-0.419,0.361,0.057,0.365,0.179,0.802,0.476,-0.010,0.053,-0.029,0.052,-0.187
'0:00.328',0.537,0.327,-0.210,-0.431,0.373,0.058,0.361,0.180,0.804,0.480,-0.008,0.053,-0.024,0.049,-0.187
'0:00.329',0.535,0.327,-0.207,-0.431,0.371,0.059,0.361,0.180,0.807,0.486,-0.005,0.059,-0.018,0.054,-0.189
'0:00.330',0.529,0.327,-0.203,-0.428,0.366,0.062,0.362,0.180,0.810,0.489,0.002,0.067,-0.012,0.061,-0.190
'0:00.331',0.544,0.340,-0.204,-0.442,0.374,0.068,0.356,0.175,0.810,0.489,0.001,0.065,-0.011,0.058,-0.190
'0:00.332',0.548,0.337,-0.211,-0.442,0.380,0.062,0.358,0.181,0.809,0.485,-0.005,0.055,-0.013,0.057,-0.189
'0:00.333',0.534,0.329,-0.205,-0.431,0.369,0.062,0.366,0.186,0.818,0.493,0.004,0.067,-0.009,0.058,-0.194
'0:00.334',0.530,0.326,-0.204,-0.428,0.367,0.061,0.362,0.181,0.816,0.493,0.001,0.061,-0.017,0.056,-0.194
'0:00.335',0.530,0.327,-0.203,-0.428,0.366,0.062,0.361,0.183,0.811,0.488,-0.003,0.056,-0.018,0.062,-0.192
'0:00.336',0.521,0.321,-0.201,-0.421,0.361,0.060,0.359,0.176,0.816,0.490,0.001,0.064,-0.017,0.068,-0.194
'0:00.337',0.534,0.317,-0.217,-0.425,0.376,0.050,0.353,0.172,0.811,0.486,-0.006,0.056,-0.015,0.051,-0.185
'0:00.338',0.542,0.325,-0.217,-0.433,0.380,0.053,0.365,0.185,0.819,0.490,-0.002,0.058,-0.015,0.059,-0.191
'0:00.339',0.531,0.319,-0.212,-0.425,0.371,0.053,0.364,0.182,0.821,0.489,-0.003,0.060,-0.018,0.068,-0.197
'0:00.340',0.537,0.320,-0.217,-0.429,0.378,0.051,0.363,0.183,0.823,0.490,-0.001,0.063,-0.013,0.054,-0.195
'0:00.341',0.539,0.326,-0.213,-0.432,0.377,0.056,0.373,0.192,0.830,0.496,0.004,0.069,-0.013,0.052,-0.197
'0:00.342',0.536,0.326,-0.209,-0.431,0.373,0.058,0.378,0.196,0.834,0.501,0.009,0.073,-0.009,0.054,-0.197
'0:00.343',0.533,0.323,-0.210,-0.427,0.372,0.056,0.372,0.186,0.827,0.495,0.005,0.070,-0.006,0.054,-0.190
'0:00.344',0.529,0.318,-0.211,-0.424,0.370,0.053,0.363,0.180,0.822,0.491,0.000,0.066,-0.014,0.051,-0.192
'0:00.345',0.522,0.308,-0.213,-0.415,0.368,0.048,0.372,0.190,0.827,0.496,0.005,0.066,-0.011,0.051,-0.192
'0:00.346',0.521,0.309,-0.211,-0.415,0.366,0.049,0.372,0.183,0.822,0.493,0.003,0.064,-0.011,0.056,-0.196
'0:00.347',0.533,0.319,-0.213,-0.426,0.373,0.053,0.363,0.178,0.820,0.493,0.004,0.069,-0.009,0.052,-0.197
'0:00.348',0.542,0.329,-0.213,-0.435,0.378,0.058,0.370,0.185,0.824,0.497,0.007,0.068,-0.004,0.058,-0.193
'0:00.349',0.547,0.339,-0.207,-0.443,0.377,0.066,0.373,0.187,0.825,0.500,0.009,0.067,-0.013,0.066,-0.199
'0:00.350',0.550,0.332,-0.218,-0.442,0.385,0.057,0.366,0.186,0.826,0.503,0.013,0.070,-0.004,0.048,-0.191
'0:00.351',0.539,0.331,-0.207,-0.435,0.373,0.061,0.368,0.185,0.829,0.507,0.019,0.072,0.001,0.049,-0.192
'0:00.352',0.521,0.328,-0.193,-0.424,0.357,0.068,0.364,0.179,0.820,0.498,0.008,0.059,-0.013,0.060,-0.198
'0:00.353',0.531,0.324,-0.207,-0.427,0.369,0.058,0.366,0.185,0.820,0.497,0.006,0.058,-0.008,0.050,-0.192
'0:00.354',0.543,0.338,-0.205,-0.440,0.374,0.066,0.371,0.188,0.827,0.505,0.018,0.070,-0.003,0.055,-0.194
'0:00.355',0.534,0.335,-0.200,-0.434,0.367,0.068,0.358,0.177,0.819,0.500,0.015,0.066,0.000,0.059,-0.192
'0:00.356',0.537,0.334,-0.203,-0.435,0.370,0.066,0.362,0.186,0.823,0.501,0.015,0.063,0.001,0.056,-0.195
'0:00.357',0.547,0.343,-0.204,-0.445,0.376,0.070,0.365,0.191,0.826,0.503,0.018,0.063,-0.004,0.052,-0.197
'0:00.358',0.544,0.344,-0.200,-0.444,0.372,0.072,0.366,0.185,0.824,0.502,0.018,0.066,-0.002,0.069,-0.197
'0:00.359',0.536,0.341,-0.195,-0.439,0.365,0.073,0.366,0.185,0.824,0.502,0.017,0.065,-0.004,0.066,-0.199
'0:00.360',0.546,0.344,-0.202,-0.445,0.374,0.070,0.362,0.183,0.823,0.504,0.019,0.067,-0.002,0.044,-0.193
'0:00.361',0.545,0.346,-0.198,-0.446,0.371,0.074,0.362,0.184,0.829,0.508,0.025,0.071,-0.004,0.052,-0.201
'0:00.362',0.551,0.349,-0.202,-0.451,0.377,0.073,0.361,0.189,0.837,0.512,0.026,0.076,-0.006,0.056,-0.204
'0:00.363',0.556,0.354,-0.202,-0.455,0.379,0.076,0.368,0.189,0.832,0.509,0.025,0.082,0.004,0.070,-0.199
'0:00.364',0.526,0.329,-0.197,-0.427,0.361,0.066,0.365,0.186,0.824,0.501,0.015,0.069,-0.003,0.053,-0.196
'0:00.365',0.526,0.321,-0.205,-0.423,0.365,0.058,0.362,0.182,0.825,0.500,0.013,0.073,0.001,0.044,-0.191
'0:00.366',0.531,0.333,-0.198,-0.432,0.364,0.068,0.371,0.187,0.828,0.503,0.017,0.080,0.002,0.061,-0.197
'0:00.367',0.530,0.327,-0.203,-0.428,0.366,0.061,0.370,0.190,0.825,0.499,0.009,0.062,-0.010,0.044,-0.200
'0:00.368',0.548,0.337,-0.211,-0.443,0.380,0.062,0.362,0.184,0.825,0.501,0.010,0.064,-0.009,0.043,-0.199
'0:00.369',0.552,0.348,-0.204,-0.451,0.379,0.072,0.360,0.185,0.827,0.502,0.013,0.069,-0.009,0.044,-0.198
'0:00.370',0.545,0.337,-0.208,-0.441,0.377,0.065,0.355,0.173,0.816,0.491,0.005,0.062,-0.009,0.042,-0.196
'0:00.371',0.537,0.334,-0.203,-0.435,0.370,0.065,0.360,0.182,0.821,0.493,0.009,0.070,-0.011,0.059,-0.198
'0:00.372',0.522,0.325,-0.197,-0.423,0.359,0.064,0.363,0.188,0.827,0.496,0.009,0.074,-0.006,0.063,-0.195
'0:00.373',0.525,0.324,-0.202,-0.424,0.363,0.060,0.359,0.179,0.829,0.496,0.009,0.072,-0.009,0.069,-0.199
'0:00.374',0.535,0.339,-0.196,-0.437,0.365,0.072,0.361,0.181,0.832,0.499,0.013,0.075,-0.012,0.082,-0.203
'0:00.375',0.527,0.332,-0.195,-0.429,0.361,0.069,0.353,0.172,0.820,0.491,0.007,0.068,-0.004,0.074,-0.193
'0:00.376',0.534,0.331,-0.203,-0.432,0.369,0.064,0.361,0.182,0.825,0.498,0.013,0.077,0.005,0.062,-0.191
'0:00.377',0.538,0.344,-0.195,-0.441,0.366,0.074,0.365,0.186,0.833,0.506,0.022,0.078,-0.001,0.067,-0.197
'0:00.378',0.535,0.339,-0.196,-0.437,0.365,0.071,0.363,0.182,0.825,0.498,0.016,0.065,-0.009,0.068,-0.198
'0:00.379',0.539,0.336,-0.203,-0.438,0.371,0.066,0.361,0.184,0.826,0.496,0.013,0.071,-0.011,0.061,-0.198
'0:00.380',0.537,0.336,-0.201,-0.436,0.369,0.068,0.361,0.181,0.828,0.497,0.015,0.076,-0.008,0.060,-0.199
'0:00.381',0.532,0.336,-0.197,-0.433,0.364,0.070,0.367,0.186,0.831,0.499,0.018,0.077,0.006,0.052,-0.197
'0:00.382',0.524,0.331,-0.193,-0.427,0.359,0.069,0.361,0.184,0.830,0.500,0.019,0.073,-0.002,0.052,-0.201
'0:00.383',0.533,0.334,-0.199,-0.433,0.366,0.068,0.359,0.180,0.825,0.496,0.013,0.069,-0.006,0.057,-0.200
'0:00.384',0.545,0.342,-0.203,-0.444,0.373,0.070,0.358,0.183,0.827,0.499,0.018,0.077,0.003,0.059,-0.194
